formula,Z,Period,Group,m,kai,EA,IE1,IE2,Rvdw,Rcov,MP,BP,Cp_g,Cp_mol,rho,E-fusion,E-vapor,ThermalConductivity
MgGa2S4,19.7142857143,3.28571428571,13.1428571429,41.7185714286,2.17857142857,1.27264,8.726411,21.3452985714,1.81,1.14571428571,440.3456,1319.78428571,0.657285714286,23.9612857143,3.05514285714,3.82857142857,97.1028571429,0.340394285714
MgGa2Se4,30.0,3.85714285714,13.1428571429,68.5128571429,2.16142857143,1.24,8.37919957143,20.1179385714,1.86714285714,1.22571428571,500.682742857,1457.15,0.436142857143,25.483,4.68885714286,5.92571428571,106.428571429,0.350514285714
MgGa2Te4,40.2857142857,4.42857142857,13.1428571429,96.3071428571,1.90428571429,1.21188571429,7.95474814286,18.6379385714,1.95857142857,1.33428571429,631.374171429,1630.29285714,0.368142857143,25.6927142857,5.50085714286,12.84,120.32,0.352285714286
MgI2,39.3333333333,4.33333333333,12.0,92.7033333333,2.21,2.0394,9.51625166667,17.7659566667,1.89666666667,1.37333333333,565.616666667,759.416666667,0.483666666667,44.5763333333,3.87266666667,8.07333333333,56.4666666667,0.522993333333
MgIn2O4,20.2857142857,3.0,13.1428571429,45.4157142857,2.66142857143,0.920640857143,10.5273078571,27.60861,1.66714285714,0.971428571429,285.727142857,903.457428571,0.737285714286,27.9801428571,3.15342857143,2.30114285714,84.8490857143,0.4561528
MgIn2S4,24.8571428571,3.57142857143,13.1428571429,54.5985714286,2.17,1.27264,8.66557071429,20.8753414286,1.82714285714,1.2,476.584285714,1262.07,0.617285714286,24.1641428571,3.45685714286,3.16285714286,88.6142857143,0.457537142857
MgIn2Se4,35.1428571429,4.14285714286,13.1428571429,81.3928571429,2.15285714286,1.24,8.31835928571,19.6479814286,1.88428571429,1.28,536.921428571,1399.43571429,0.396142857143,25.6858571429,5.09057142857,5.26,97.94,0.467657142857
MgIn2Te4,45.4285714286,4.71428571429,13.1428571429,109.187142857,1.89571428571,1.21188571429,7.89390785714,18.1679814286,1.97571428571,1.38857142857,667.612857143,1572.57857143,0.328142857143,25.8955714286,5.90257142857,12.1742857143,111.831428571,0.469428571429
MgLa2O4,22.5714285714,3.28571428571,10.2857142857,52.3014285714,2.46714285714,0.977783714286,10.4674621429,25.37681,1.81,1.12,503.841428571,1314.02885714,0.726428571429,28.0858571429,2.82085714286,3.14114285714,134.340514286,0.261581371429
MgLa2S4,27.1428571429,3.85714285714,10.2857142857,61.4842857143,1.97571428571,1.32978285714,8.605725,18.6435414286,1.97,1.34857142857,694.698571429,1672.64142857,0.606428571429,24.2698571429,3.12428571429,4.00285714286,138.105714286,0.262965714286
MgLa2Se4,37.4285714286,4.42857142857,10.2857142857,88.2785714286,1.95857142857,1.29714285714,8.25851357143,17.4161814286,2.02714285714,1.42857142857,755.035714286,1810.00714286,0.385285714286,25.7915714286,4.758,6.1,147.431428571,0.273085714286
MgLa2Te4,47.7142857143,5.0,10.2857142857,116.072857143,1.70142857143,1.26902857143,7.83406214286,15.9361814286,2.11857142857,1.53714285714,885.727142857,1983.15,0.317285714286,26.0012857143,5.57,13.0142857143,161.322857143,0.274857142857
MgO,10.0,2.5,9.0,20.155,2.375,0.73056075,10.6321425,25.078185,1.625,1.02,488.755,726.669,0.9705,27.1235,1.5835,4.461,65.50545,0.7801337
MgS,14.0,3.0,9.0,28.19,1.945,1.03856,9.0031225,19.186575,1.765,1.22,655.755,1040.455,0.8655,23.7845,1.849,5.215,68.8,0.781345
MgSc2O4,12.2857142857,2.71428571429,10.2857142857,25.4614285714,2.54142857143,0.888640857143,10.7487735714,25.8741728571,1.73,1.02,681.27,1134.60028571,0.833,27.6315714286,1.91771428571,5.94114285714,107.263371429,0.2681528
MgSc2S4,16.8571428571,3.28571428571,10.2857142857,34.6442857143,2.05,1.24064,8.88703642857,19.1409042857,1.89,1.24857142857,872.127142857,1493.21285714,0.713,23.8155714286,2.22114285714,6.80285714286,111.028571429,0.269537142857
MgSc2Se4,27.1428571429,3.85714285714,10.2857142857,61.4385714286,2.03285714286,1.208,8.539825,17.9135442857,1.94714285714,1.32857142857,932.464285714,1630.57857143,0.491857142857,25.3372857143,3.85485714286,8.9,120.354285714,0.279657142857
MgSc2Te4,37.4285714286,4.42857142857,10.2857142857,89.2328571429,1.77571428571,1.17988571429,8.11537357143,16.4335442857,2.03857142857,1.43714285714,1063.15571429,1803.72142857,0.423857142857,25.547,4.66685714286,15.8142857143,134.245714286,0.281428571429
MgSe,23.0,3.5,9.0,51.635,1.93,1.01,8.6993125,18.112635,1.815,1.29,708.55,1160.65,0.672,25.116,3.2785,7.05,76.96,0.7902
MgTe,32.0,4.0,9.0,75.955,1.705,0.9854,8.3279175,16.817635,1.895,1.385,822.905,1312.15,0.6125,25.2995,3.989,13.1,89.115,0.79175
MgY2O4,17.4285714286,3.0,10.2857142857,38.0185714286,2.50142857143,0.922640857143,10.6504335714,25.7096671429,1.77857142857,1.06857142857,675.841428571,1280.02885714,0.755857142857,27.9201428571,2.34257142857,4.62685714286,123.977657143,0.2721528
MgY2S4,22.0,3.57142857143,10.2857142857,47.2014285714,2.01,1.27464,8.78869642857,18.9763985714,1.93857142857,1.29714285714,866.698571429,1638.64142857,0.635857142857,24.1041428571,2.646,5.48857142857,127.742857143,0.273537142857
MgY2Se4,32.2857142857,4.14285714286,10.2857142857,73.9957142857,1.99285714286,1.242,8.441485,17.7490385714,1.99571428571,1.37714285714,927.035714286,1776.00714286,0.414714285714,25.6258571429,4.27971428571,7.58571428571,137.068571429,0.283657142857
MgY2Te4,42.5714285714,4.71428571429,10.2857142857,101.79,1.73571428571,1.21388571429,8.01703357143,16.2690385714,2.08714285714,1.48571428571,1057.72714286,1949.15,0.346714285714,25.8355714286,5.09171428571,14.5,150.96,0.285428571429
Na3As,16.5,3.25,4.5,35.9725,1.2425,0.6134475,6.301457,40.1121,2.165,1.5,550.7455,1089.355,1.00325,27.3325,2.15775,8.875,81.6075,1.183
Na3N,10.0,2.75,4.5,20.745,1.4575,0.3934475,7.487832,42.865125,2.09,1.3775,293.9955,886.40625,1.181,28.4535,1.03875,2.04,74.2057,1.05756495
Na3P,12.0,3.0,4.5,24.985,1.245,0.5975725,6.4759795,40.407175,2.1525,1.4725,357.533,1005.48,1.11325,27.1285,1.18175,2.11,76.6075,1.0580875
Na3Sb,21.0,3.5,4.5,47.6925,1.21,0.6784475,6.0064045,39.6223,2.2175,1.55,504.1525,1332.105,0.97275,27.48,2.40025,6.875,90.5,1.11825
NaBaAs,33.3333333333,4.33333333333,6.0,78.4033333333,1.33333333333,0.452643333333,6.71311333333,25.2931433333,2.26666666667,1.62,820.414666667,1387.79666667,0.587,26.98,3.40166666667,12.7666666667,90.2033333333,0.698666666667
NaBaBr3,34.4,4.2,10.8,79.998,2.14,2.128586,9.158428,24.412646,2.1,1.434,433.7888,854.018,0.5708,56.674,2.7676,5.6,56.477,0.319532
NaBaCl3,23.6,3.6,10.8,53.328,2.26,2.279786,9.850726,25.746206,2.04,1.332,377.2088,798.314,0.5738,31.6294,2.824,4.04,53.762,0.3188534
NaBaF3,18.8,3.0,10.8,43.458,2.752,2.148986,12.523828,32.440526,1.872,1.092,306.3068,705.872,0.7808,30.0424,1.9132,2.276,49.60388,0.3189674
NaBaI3,45.2,4.8,10.8,108.198,1.96,1.945046,8.340904,22.936826,2.178,1.548,506.3288,929.378,0.4148,43.918,3.8596,6.776,60.182,0.321494
NaBaN,24.6666666667,3.66666666667,6.0,58.1,1.62,0.15931,8.29494666667,28.9638433333,2.16666666667,1.45666666667,478.081333333,1117.19833333,0.824,28.4746666667,1.90966666667,3.65333333333,80.3342666667,0.531419933333
NaBaP,27.3333333333,4.0,6.0,63.7533333333,1.33666666667,0.431476666667,6.94581,25.6865766667,2.25,1.58333333333,562.798,1275.96333333,0.733666666667,26.708,2.10033333333,3.74666666667,83.5366666667,0.532116666667
NaBaSb,39.3333333333,4.66666666667,6.0,94.03,1.29,0.53931,6.31971,24.6400766667,2.33666666667,1.68666666667,758.290666667,1711.46333333,0.546333333333,27.1766666667,3.725,10.1,102.06,0.612333333333
NaBeAs,16.0,3.0,6.0,35.6406666667,1.56,0.452643333333,8.08345866667,28.0289133333,1.88333333333,1.26333333333,1007.08133333,1595.46333333,1.12733333333,23.1043333333,2.84766666667,12.75,142.47,1.30733333333
NaBeBr3,24.0,3.4,10.8,54.3404,2.276,2.128586,9.9806352,26.054108,1.87,1.22,545.7888,978.618,0.895,54.3486,2.4352,5.59,87.837,0.684732
NaBeCl3,13.2,2.8,10.8,27.6704,2.396,2.279786,10.6729332,27.387668,1.81,1.118,489.2088,922.914,0.898,29.304,2.4916,4.03,85.122,0.6840534
NaBeF3,8.4,2.2,10.8,17.8004,2.888,2.148986,13.3460352,34.081988,1.642,0.878,418.3068,830.472,1.105,27.717,1.5808,2.266,80.96388,0.6841674
NaBeI3,34.8,4.0,10.8,82.5404,2.096,1.945046,9.1631112,24.578288,1.948,1.334,618.3288,1053.978,0.739,41.5926,3.5272,6.766,91.542,0.686694
NaBeN,7.33333333333,2.33333333333,6.0,15.3373333333,1.84666666667,0.15931,9.665292,31.6996133333,1.78333333333,1.1,664.748,1324.865,1.36433333333,24.599,1.35566666667,3.63666666667,132.600933333,1.1400866
NaBeP,10.0,2.66666666667,6.0,20.9906666667,1.56333333333,0.431476666667,8.31615533333,28.4223466667,1.86666666667,1.22666666667,749.464666667,1483.63,1.274,22.8323333333,1.54633333333,3.73,135.803333333,1.14078333333
NaBeSb,22.0,3.33333333333,6.0,51.2673333333,1.51666666667,0.53931,7.69005533333,27.3758466667,1.95333333333,1.33,944.957333333,1919.13,1.08666666667,23.301,3.171,10.0833333333,154.326666667,1.221
NaBr,23.0,3.5,9.0,51.445,1.945,1.956465,8.476438,34.4387,2.06,1.385,318.447,744.02,0.851,51.96,2.044,4.2,56.3675,0.70561
NaCaAs,21.3333333333,3.66666666667,6.0,45.9966666667,1.37,0.452643333333,7.013612,25.9157733333,2.14333333333,1.51333333333,858.748,1267.46333333,0.734666666667,26.2663333333,2.74833333333,12.9466666667,95.0266666667,1.30733333333
NaCaBr3,27.2,3.8,10.8,60.554,2.162,2.128586,9.3387272,24.786224,2.026,1.37,456.7888,781.818,0.6594,56.2458,2.3756,5.708,59.371,0.684732
NaCaCl3,16.4,3.2,10.8,33.884,2.282,2.279786,10.0310252,26.119784,1.966,1.268,400.2088,726.114,0.6624,31.2012,2.432,4.148,56.656,0.6840534
NaCaF3,11.6,2.6,10.8,24.014,2.774,2.148986,12.7041272,32.814104,1.798,1.028,329.3068,633.672,0.8694,29.6142,1.5212,2.384,52.49788,0.6841674
NaCaI3,38.0,4.4,10.8,88.754,1.982,1.945046,8.5212032,23.310404,2.104,1.484,529.3288,857.178,0.5034,43.4898,3.4676,6.884,63.076,0.686694
NaCaN,12.6666666667,3.0,6.0,25.6933333333,1.65666666667,0.15931,8.59544533333,29.5864733333,2.04333333333,1.35,516.414666667,996.865,0.971666666667,27.761,1.25633333333,3.83333333333,85.1576,1.1400866
NaCaP,15.3333333333,3.33333333333,6.0,31.3466666667,1.37333333333,0.431476666667,7.24630866667,26.3092066667,2.12666666667,1.47666666667,601.131333333,1155.63,0.881333333333,25.9943333333,1.447,3.92666666667,88.36,1.14078333333
NaCaSb,27.3333333333,4.0,6.0,61.6233333333,1.32666666667,0.53931,6.62020866667,25.2627066667,2.21333333333,1.58,796.624,1591.13,0.694,26.463,3.07166666667,10.28,106.883333333,1.221
NaCdAs,30.6666666667,4.0,9.33333333333,70.1033333333,1.6,0.452643333333,7.973832,27.5946366667,2.1,1.4,685.104333333,1028.46333333,0.596,26.2966666667,5.115,12.2,76.76,0.96
NaCdBr3,32.8,4.0,12.8,75.018,2.3,2.128586,9.9148592,25.793542,2.0,1.302,352.6026,638.418,0.5762,56.264,3.7956,5.26,48.411,0.476332
NaCdCl3,22.0,3.4,12.8,48.348,2.42,2.279786,10.6071572,27.127102,1.94,1.2,296.0226,582.714,0.5792,31.2194,3.852,3.7,45.696,0.4756534
NaCdF3,17.2,2.8,12.8,38.478,2.912,2.148986,13.2802592,33.821422,1.772,0.96,225.1206,490.272,0.7862,29.6324,2.9412,1.936,41.53788,0.4757674
NaCdI3,43.6,4.6,12.8,103.218,2.12,1.945046,9.0973352,24.317722,2.078,1.416,425.1426,713.778,0.4202,43.508,4.8876,6.436,52.116,0.478294
NaCdN,22.0,3.33333333333,9.33333333333,49.8,1.88666666667,0.15931,9.55566533333,31.2653366667,2.0,1.23666666667,342.771,757.865,0.833,27.7913333333,3.623,3.08666666667,66.8909333333,0.792753266667
NaCdP,24.6666666667,3.66666666667,9.33333333333,55.4533333333,1.60333333333,0.431476666667,8.20652866667,27.98807,2.08333333333,1.36333333333,427.487666667,916.63,0.742666666667,26.0246666667,3.81366666667,3.18,70.0933333333,0.79345
NaCdSb,36.6666666667,4.33333333333,9.33333333333,85.73,1.55666666667,0.53931,7.58042866667,26.94157,2.17,1.46666666667,622.980333333,1352.13,0.555333333333,26.4933333333,5.43833333333,9.53333333333,88.6166666667,0.873666666667
NaCl,14.0,3.0,9.0,29.22,2.045,2.082465,9.053353,35.55,2.01,1.3,271.297,697.6,0.8535,31.0895,2.091,2.9,54.105,0.7050445
NaF,10.0,2.5,9.0,20.995,2.455,1.973465,11.280938,41.1286,1.87,1.1,212.212,620.565,1.026,29.767,1.332,1.43,50.6399,0.7051395
NaHgAs,41.3333333333,4.33333333333,9.33333333333,99.5033333333,1.67,0.452643333333,8.45505866667,28.2108,2.11666666667,1.37333333333,565.138333333,891.669666667,0.565666666667,26.951,6.743,10.8633333333,63.2366666667,0.665133333333
NaHgBr3,39.2,4.2,12.8,92.658,2.342,2.128586,10.2035952,26.16324,2.01,1.286,280.623,556.3418,0.558,56.6566,4.7724,4.458,40.297,0.299412
NaHgCl3,28.4,3.6,12.8,65.988,2.462,2.279786,10.8958932,27.4968,1.95,1.184,224.043,500.6378,0.561,31.612,4.8288,2.898,37.582,0.2987334
NaHgF3,23.6,3.0,12.8,56.118,2.954,2.148986,13.5689952,34.19112,1.782,0.944,153.141,408.1958,0.768,30.025,3.918,1.134,33.42388,0.2988474
NaHgI3,50.0,4.8,12.8,120.858,2.162,1.945046,9.3860712,24.68742,2.088,1.4,353.163,631.7018,0.402,43.9006,5.8644,5.634,44.002,0.301374
NaHgN,32.6666666667,3.66666666667,9.33333333333,79.2,1.95666666667,0.15931,10.036892,31.8815,2.01666666667,1.21,222.805,621.071333333,0.802666666667,28.4456666667,5.251,1.75,53.3676,0.4978866
NaHgP,35.3333333333,4.0,9.33333333333,84.8533333333,1.67333333333,0.431476666667,8.68775533333,28.6042333333,2.1,1.33666666667,307.521666667,779.836333333,0.712333333333,26.679,5.44166666667,1.84333333333,56.57,0.498583333333
NaHgSb,47.3333333333,4.66666666667,9.33333333333,115.13,1.62666666667,0.53931,8.06165533333,27.5577333333,2.18666666667,1.44,503.014333333,1215.33633333,0.525,27.1476666667,7.06633333333,8.19666666667,75.0933333333,0.5788
NaI,32.0,4.0,9.0,74.945,1.795,1.803515,7.795168,33.20885,2.125,1.48,378.897,806.82,0.721,41.33,2.954,5.18,59.455,0.707245
NaMgAs,18.6666666667,3.33333333333,6.0,40.74,1.47333333333,0.452643333333,7.524637,26.97029,1.95,1.4,794.748,1136.13,0.86,25.913,2.811,13.0,86.0033333333,1.15733333333
NaMgBr3,25.6,3.6,10.8,57.4,2.224,2.128586,9.6453422,25.418934,1.91,1.302,418.3888,703.018,0.7346,56.0338,2.4132,5.74,53.957,0.594732
NaMgCl3,14.8,3.0,10.8,30.73,2.344,2.279786,10.3376402,26.752494,1.85,1.2,361.8088,647.314,0.7376,30.9892,2.4696,4.18,51.242,0.5940534
NaMgF3,10.0,2.4,10.8,20.86,2.836,2.148986,13.0107422,33.446814,1.682,0.96,290.9068,554.872,0.9446,29.4022,1.5588,2.416,47.08388,0.5941674
NaMgI3,36.4,4.2,10.8,85.6,2.044,1.945046,8.8278182,23.943114,1.988,1.416,490.9288,778.378,0.5786,43.2778,3.5052,6.916,57.662,0.596694
NaMgN,10.0,2.66666666667,6.0,20.4366666667,1.76,0.15931,9.10647033333,30.64099,1.85,1.23666666667,452.414666667,865.531666667,1.097,27.4076666667,1.319,3.88666666667,76.1342666667,0.9900866
NaMgP,12.6666666667,3.0,6.0,26.09,1.47666666667,0.431476666667,7.75733366667,27.3637233333,1.93333333333,1.36333333333,537.131333333,1024.29666667,1.00666666667,25.641,1.50966666667,3.98,79.3366666667,0.990783333333
NaMgSb,24.6666666667,3.66666666667,6.0,56.3666666667,1.43,0.53931,7.13123366667,26.3172233333,2.02,1.46666666667,732.624,1459.79666667,0.819333333333,26.1096666667,3.13433333333,10.3333333333,97.86,1.071
NaSrAs,27.3333333333,4.0,6.0,61.8433333333,1.35333333333,0.452643333333,6.87417533333,25.6352333333,2.20333333333,1.56666666667,837.081333333,1231.79666667,0.621,26.5533333333,3.10833333333,12.7666666667,89.1033333333,0.755
NaSrBr3,30.8,4.0,10.8,70.062,2.152,2.128586,9.2550652,24.6179,2.062,1.402,443.7888,760.418,0.5912,56.418,2.5916,5.6,55.817,0.353332
NaSrCl3,20.0,3.4,10.8,43.392,2.272,2.279786,9.9473632,25.95146,2.002,1.3,387.2088,704.714,0.5942,31.3734,2.648,4.04,53.102,0.3526534
NaSrF3,15.2,2.8,10.8,33.522,2.764,2.148986,12.6204652,32.64578,1.834,1.06,316.3068,612.272,0.8012,29.7864,1.7372,2.276,48.94388,0.3527674
NaSrI3,41.6,4.6,10.8,98.262,1.972,1.945046,8.4375412,23.14208,2.14,1.516,516.3288,835.778,0.4352,43.662,3.6836,6.776,59.522,0.355294
NaSrN,18.6666666667,3.33333333333,6.0,41.54,1.64,0.15931,8.45600866667,29.3059333333,2.10333333333,1.40333333333,494.748,961.198333333,0.858,28.048,1.61633333333,3.65333333333,79.2342666667,0.587753266667
NaSrP,21.3333333333,3.66666666667,6.0,47.1933333333,1.35666666667,0.431476666667,7.106872,26.0286666667,2.18666666667,1.53,579.464666667,1119.96333333,0.767666666667,26.2813333333,1.807,3.74666666667,82.4366666667,0.58845
NaSrSb,33.3333333333,4.33333333333,6.0,77.47,1.31,0.53931,6.480772,24.9821666667,2.27333333333,1.63333333333,774.957333333,1555.46333333,0.580333333333,26.75,3.43166666667,10.1,100.96,0.668666666667
NaZnAs,24.6666666667,3.66666666667,9.33333333333,54.4333333333,1.58666666667,0.452643333333,8.10729166667,27.9466633333,2.04333333333,1.33333333333,717.923666667,1075.13,0.648333333333,26.0866666667,4.61166666667,12.55,81.9033333333,1.024
NaZnBr3,29.2,3.8,12.8,65.616,2.292,2.128586,9.994935,26.004758,1.966,1.262,372.2942,666.418,0.6076,56.138,3.4936,5.47,51.497,0.514732
NaZnCl3,18.4,3.2,12.8,38.946,2.412,2.279786,10.687233,27.338318,1.906,1.16,315.7142,610.714,0.6106,31.0934,3.55,3.91,48.782,0.5140534
NaZnF3,13.6,2.6,12.8,29.076,2.904,2.148986,13.360335,34.032638,1.738,0.92,244.8122,518.272,0.8176,29.5064,2.6392,2.146,44.62388,0.5141674
NaZnI3,40.0,4.4,12.8,93.816,2.112,1.945046,9.177411,24.528938,2.044,1.376,444.8342,741.778,0.4516,43.382,4.5856,6.646,55.202,0.516694
NaZnN,16.0,3.0,9.33333333333,34.13,1.87333333333,0.15931,9.689125,31.6173633333,1.94333333333,1.17,375.590333333,804.531666667,0.885333333333,27.5813333333,3.11966666667,3.43666666667,72.0342666667,0.856753266667
NaZnP,18.6666666667,3.33333333333,9.33333333333,39.7833333333,1.59,0.431476666667,8.33998833333,28.3400966667,2.02666666667,1.29666666667,460.307,963.296666667,0.795,25.8146666667,3.31033333333,3.53,75.2366666667,0.85745
NaZnSb,30.6666666667,4.0,9.33333333333,70.06,1.54333333333,0.53931,7.71388833333,27.2935966667,2.11333333333,1.4,655.799666667,1398.79666667,0.607666666667,26.2833333333,4.935,9.88333333333,93.76,0.937666666667
Rb3As,36.0,4.75,4.5,82.8325,1.16,0.56694,5.579996,25.114425,2.735,1.9125,506.875,943.15,0.3545,29.455,2.58075,8.5675,60.0,0.562
Rb3N,29.5,4.25,4.5,67.605,1.375,0.34694,6.766371,27.86745,2.66,1.79,250.125,740.20125,0.53225,30.576,1.46175,1.7325,52.5982,0.43656495
Rb3P,31.5,4.5,4.5,71.845,1.1625,0.551065,5.7545185,25.4095,2.7225,1.885,313.6625,859.275,0.4645,29.251,1.60475,1.8025,55.0,0.4370875
Rb3Sb,40.5,5.0,4.5,94.5525,1.1275,0.63194,5.2849435,24.624625,2.7875,1.9625,460.282,1185.9,0.324,29.6025,2.82325,6.5675,68.8925,0.49725
RbBaAs,42.0,5.0,6.0,99.23,1.29666666667,0.431973333333,6.392464,18.62751,2.52,1.80333333333,800.916666667,1322.81666667,0.298666666667,27.9233333333,3.58966666667,12.63,80.6,0.422666666667
RbBaBr3,39.6,4.6,10.8,92.494,2.118,2.116184,8.9660384,20.413266,2.252,1.544,422.09,815.03,0.3978,57.24,2.8804,5.518,50.715,0.153932
RbBaCl3,28.8,4.0,10.8,65.824,2.238,2.267384,9.6583364,21.746826,2.192,1.442,365.51,759.326,0.4008,32.1954,2.9368,3.958,48.0,0.1532534
RbBaF3,24.0,3.4,10.8,55.954,2.73,2.136584,12.3314384,28.441146,2.024,1.202,294.608,666.884,0.6078,30.6084,2.026,2.194,43.84188,0.1533674
RbBaI3,50.4,5.2,10.8,120.694,1.938,1.932644,8.1485144,18.937446,2.33,1.658,494.63,890.39,0.2418,44.484,3.9724,6.694,54.42,0.155894
RbBaN,33.3333333333,4.33333333333,6.0,78.9266666667,1.58333333333,0.13864,7.97429733333,22.29821,2.42,1.64,458.583333333,1052.21833333,0.535666666667,29.418,2.09766666667,3.51666666667,70.7309333333,0.255419933333
RbBaP,36.0,4.66666666667,6.0,84.58,1.3,0.410806666667,6.62516066667,19.0209433333,2.50333333333,1.76666666667,543.3,1210.98333333,0.445333333333,27.6513333333,2.28833333333,3.61,73.9333333333,0.256116666667
RbBaSb,48.0,5.33333333333,6.0,114.856666667,1.25333333333,0.51864,5.99906066667,17.9744433333,2.59,1.87,738.792666667,1646.48333333,0.258,28.12,3.913,9.96333333333,92.4566666667,0.336333333333
RbBeAs,24.6666666667,3.66666666667,6.0,56.4673333333,1.52333333333,0.431973333333,7.76280933333,21.36328,2.13666666667,1.44666666667,987.583333333,1530.48333333,0.839,24.0476666667,3.03566666667,12.6133333333,132.866666667,1.03133333333
RbBeBr3,29.2,3.8,10.8,66.8364,2.254,2.116184,9.7882456,22.054728,2.022,1.33,534.09,939.63,0.722,54.9146,2.548,5.508,82.075,0.519132
RbBeCl3,18.4,3.2,10.8,40.1664,2.374,2.267384,10.4805436,23.388288,1.962,1.228,477.51,883.926,0.725,29.87,2.6044,3.948,79.36,0.5184534
RbBeF3,13.6,2.6,10.8,30.2964,2.866,2.136584,13.1536456,30.082608,1.794,0.988,406.608,791.484,0.932,28.283,1.6936,2.184,75.20188,0.5185674
RbBeI3,40.0,4.4,10.8,95.0364,2.074,1.932644,8.9707216,20.578908,2.1,1.444,606.63,1014.99,0.566,42.1586,3.64,6.684,85.78,0.521094
RbBeN,16.0,3.0,6.0,36.164,1.81,0.13864,9.34464266667,25.03398,2.03666666667,1.28333333333,645.25,1259.885,1.076,25.5423333333,1.54366666667,3.5,122.9976,0.8640866
RbBeP,18.6666666667,3.33333333333,6.0,41.8173333333,1.52666666667,0.410806666667,7.995506,21.7567133333,2.12,1.41,729.966666667,1418.65,0.985666666667,23.7756666667,1.73433333333,3.59333333333,126.2,0.864783333333
RbBeSb,30.6666666667,4.0,6.0,72.094,1.48,0.51864,7.369406,20.7102133333,2.20666666667,1.51333333333,925.459333333,1854.15,0.798333333333,24.2443333333,3.359,9.94666666667,144.723333333,0.945
RbBr,36.0,4.5,9.0,82.685,1.89,1.92546,7.995464,24.44025,2.44,1.66,289.2,646.55,0.4185,53.375,2.326,3.995,41.9625,0.29161
RbCaAs,30.0,4.33333333333,6.0,66.8233333333,1.33333333333,0.431973333333,6.69296266667,19.25014,2.39666666667,1.69666666667,839.25,1202.48333333,0.446333333333,27.2096666667,2.93633333333,12.81,85.4233333333,1.03133333333
RbCaBr3,32.4,4.2,10.8,73.05,2.14,2.116184,9.1463376,20.786844,2.178,1.48,445.09,742.83,0.4864,56.8118,2.4884,5.626,53.609,0.519132
RbCaCl3,21.6,3.6,10.8,46.38,2.26,2.267384,9.8386356,22.120404,2.118,1.378,388.51,687.126,0.4894,31.7672,2.5448,4.066,50.894,0.5184534
RbCaF3,16.8,3.0,10.8,36.51,2.752,2.136584,12.5117376,28.814724,1.95,1.138,317.608,594.684,0.6964,30.1802,1.634,2.302,46.73588,0.5185674
RbCaI3,43.2,4.8,10.8,101.25,1.96,1.932644,8.3288136,19.311024,2.256,1.594,517.63,818.19,0.3304,44.0558,3.5804,6.802,57.314,0.521094
RbCaN,21.3333333333,3.66666666667,6.0,46.52,1.62,0.13864,8.274796,22.92084,2.29666666667,1.53333333333,496.916666667,931.885,0.683333333333,28.7043333333,1.44433333333,3.69666666667,75.5542666667,0.8640866
RbCaP,24.0,4.0,6.0,52.1733333333,1.33666666667,0.410806666667,6.92565933333,19.6435733333,2.38,1.66,581.633333333,1090.65,0.593,26.9376666667,1.635,3.79,78.7566666667,0.864783333333
RbCaSb,36.0,4.66666666667,6.0,82.45,1.29,0.51864,6.29955933333,18.5970733333,2.46666666667,1.76333333333,777.126,1526.15,0.405666666667,27.4063333333,3.25966666667,10.1433333333,97.28,0.945
RbCdAs,39.3333333333,4.66666666667,9.33333333333,90.93,1.56333333333,0.431973333333,7.65318266667,20.9290033333,2.35333333333,1.58333333333,665.606333333,963.483333333,0.307666666667,27.24,5.303,12.0633333333,67.1566666667,0.684
RbCdBr3,38.0,4.4,12.8,87.514,2.278,2.116184,9.7224696,21.794162,2.152,1.412,340.9038,599.43,0.4032,56.83,3.9084,5.178,42.649,0.310732
RbCdCl3,27.2,3.8,12.8,60.844,2.398,2.267384,10.4147676,23.127722,2.092,1.31,284.3238,543.726,0.4062,31.7854,3.9648,3.618,39.934,0.3100534
RbCdF3,22.4,3.2,12.8,50.974,2.89,2.136584,13.0878696,29.822042,1.924,1.07,213.4218,451.284,0.6132,30.1984,3.054,1.854,35.77588,0.3101674
RbCdI3,48.8,5.0,12.8,115.714,2.098,1.932644,8.9049456,20.318342,2.23,1.526,413.4438,674.79,0.2472,44.074,5.0004,6.354,46.354,0.312694
RbCdN,30.6666666667,4.0,9.33333333333,70.6266666667,1.85,0.13864,9.235016,24.5997033333,2.25333333333,1.42,323.273,692.885,0.544666666667,28.7346666667,3.811,2.95,57.2876,0.516753266667
RbCdP,33.3333333333,4.33333333333,9.33333333333,76.28,1.56666666667,0.410806666667,7.88587933333,21.3224366667,2.33666666667,1.54666666667,407.989666667,851.65,0.454333333333,26.968,4.00166666667,3.04333333333,60.49,0.51745
RbCdSb,45.3333333333,5.0,9.33333333333,106.556666667,1.52,0.51864,7.25977933333,20.2759366667,2.42333333333,1.65,603.482333333,1287.15,0.267,27.4366666667,5.62633333333,9.39666666667,79.0133333333,0.597666666667
RbCl,27.0,4.0,9.0,60.46,1.99,2.05146,8.572379,25.55155,2.39,1.575,242.05,600.13,0.421,32.5045,2.373,2.695,39.7,0.2910445
RbF,23.0,3.5,9.0,52.235,2.4,1.94246,10.799964,31.13015,2.25,1.375,182.965,523.095,0.5935,31.182,1.614,1.225,36.2349,0.2911395
